STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
MI,CAMERA RECORDING VI,5836DSVIDEORE,1, 2750.00 ," $2,750.00 ",26/04/2012
AL,CAMERA RECORDING VI,5836015009003,1, 2600.00 ," $2,600.00 ",11/05/2012
TX,CAMERA PROJECTOR,672001A049699,1, 2780.00 ," $2,780.00 ",17/02/2012
MI,CAMERA POWERSHOT A580,672001C096922,1,178.39, $178.39 ,13/10/2011
IN,CAMERA PHOTO DIGITAL,672000G030010,1,1148.00," $1,148.00 ",08/11/2011
IN,CAMERA PHOTO DIGITAL,672000G030010,1,1148.00," $1,148.00 ",08/11/2011
NC,CAMERA PHOTO DIGITAL,672000DIGITAL,1, 1025.00 ," $1,025.00 ",30/07/2012
CA,CAMERA PHOTO DIGITAL,6720DSCAMERA2,1, 838.75 , $838.75 ,01/03/2012
CA,CAMERA PHOTO DIGITAL,6720DSCAMERA2,1,599.98, $599.98 ,27/12/2011
KY,CAMERA PHOTO DIGITAL,672000CAMERA,1, 599.95 , $599.95 ,02/07/2012
AL,CAMERA PHOTO DIGITAL,6720NCM990811,1, 540.55 , $540.55 ,24/03/2012
CA,CAMERA PHOTO DIGITAL,6720DSCAMERA2,1, 499.99 , $499.99 ,11/07/2012
KY,CAMERA PHOTO DIGITAL,672000CAMERA,1, 388.00 , $388.00 ,02/07/2012
AL,CAMERA PHOTO DIGITAL,6720DSDIGITA0,1, 349.00 , $349.00 ,15/06/2012
MD,CAMERA PHOTO DIGITAL,672000CAMERA,1, 199.95 , $199.95 ,14/03/2012
AL,CAMERA PHOTO DIGITAL,672001Q661594,1, 179.00 , $179.00 ,20/04/2012
TX,CAMERA PHOTO DIGITAL,651501C726669,1, 100.00 , $100.00 ,20/04/2012
AZ,CAMERA PHOTO 35MM,6720DSCAMERA2,1, 1355.00 ," $1,355.00 ",19/07/2012
NC,CAMERA OUTDOOR CX SERIES,671000CAMERA,1, 500.00 , $500.00 ,30/07/2012
AL,CAMERA OLYMPUS SP570 UZ,673000CAMERA,1,150.00, $150.00 ,05/10/2011
AL,CAMERA OLYMPUS SP510UZ,673000CAMERA,1,100.00, $100.00 ,05/10/2011
AL,CAMERA OLYMPUS FE110,672000CAMERA,1,50.00, $50.00 ,05/10/2011
RI,CAMERA NIKON N90S,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON F3,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON F3,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON F100,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON F100,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON F100,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON F100,672000CAMERA,1,300.00, $300.00 ,08/11/2011
NY,CAMERA NIKON E5700,672000CAMERA,1, 754.09 , $754.09 ,02/05/2012
CA,CAMERA NIKON DIXX,6720DSDIGITAO,1,690.00, $690.00 ,03/11/2011
AL,CAMERA NIKON DIX,672000CAMERA,7, 2000.00 ," $14,000.00 ",20/04/2012
RI,CAMERA NIKON DIGITAL,672000CAMERA,1,300.00, $300.00 ,26/10/2011
CA,CAMERA NIKON D2H,672000CAMERA,3, 5354.66 ," $16,063.98 ",13/02/2012
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,26/10/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,26/10/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,26/10/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON D1X,672000CAMERA,1,300.00, $300.00 ,08/11/2011
RI,CAMERA NIKON D100,672000CAMERA,1,300.00, $300.00 ,26/10/2011
RI,CAMERA NIKON D100,672000CAMERA,1,300.00, $300.00 ,26/10/2011
RI,CAMERA NIKON D1,672000CAMERA,1,300.00, $300.00 ,26/10/2011
WV,CAMERA NIKON COOLPIX5700,6720DSDIGITA0,2, 300.00 , $600.00 ,15/03/2012
RI,CAMERA NIKON,672000CAMERA,1,300.00, $300.00 ,26/10/2011
RI,CAMERA NIKON,672000CAMERA,1,300.00, $300.00 ,08/11/2011
WI,CAMERA NIKON,672000NIKONCA,1,100.00, $100.00 ,17/12/2011
ID,CAMERA MINOLTA  MAXXUM SXI,6720DSCAMERA2,1, 1000.00 ," $1,000.00 ",06/02/2012
OH,CAMERA LIGHT TABLE,6740DSPHOTODE,1, 10.00 , $10.00 ,02/04/2012
TX,CAMERA LENS CANON MDLEF28 80M,6760000LENS,1, 241.00 , $241.00 ,01/02/2012
AL,CAMERA LENS,676000CAMERAL,2, 500.00 ," $1,000.00 ",01/08/2012
UT,CAMERA LENS,676000CAMERAL,2, 500.00 ," $1,000.00 ",16/08/2012
IN,CAMERA LENS,676000CAMERA,1, 630.00 , $630.00 ,01/02/2012
NC,CAMERA LENS,676000LENS,1, 500.00 , $500.00 ,30/07/2012
DE,CAMERA LENS,676000CAMERAL,2,150.00, $300.00 ,06/12/2011
IN,CAMERA L700 SN 37101176 3279,6720DSDIGITA0,1, 198.00 , $198.00 ,07/06/2012
KY,CAMERA KODAKC913 NO BATT,672001C020216,1,135.00, $135.00 ,28/10/2011
AZ,CAMERA KODAK,672001C059132,8, 250.00 ," $2,000.00 ",18/05/2012
AZ,CAMERA KODAK,672001C059132,8, 250.00 ," $2,000.00 ",18/05/2012
TX,CAMERA KODAK,672001C059132,5, 250.00 ," $1,250.00 ",11/05/2012
VA,CAMERA KODAK,672000CAMERA,1, 398.89 , $398.89 ,28/03/2012
OH,CAMERA KIT,672000X048266,10, 1500.00 ," $15,000.00 ",13/04/2012
TX,CAMERA JVC GZ MG630SU,6710DSCAMERA1,3,380.00," $1,140.00 ",09/12/2011
NC,CAMERA IDENTIFICATION,672000CAMERA,1, 682.00 , $682.00 ,30/07/2012
NC,CAMERA ID,672000CAMERA,1, 499.00 , $499.00 ,30/07/2012
AL,CAMERA FUJI,672001C122493,1, 179.00 , $179.00 ,24/03/2012
AL,CAMERA ENDOSCOPIC,672001C720140,1,5280.00," $5,280.00 ",01/12/2011
AL,CAMERA ENDOSCOPIC,672001C720140,1,5022.00," $5,022.00 ",01/12/2011
AL,CAMERA ENDOSCOPCI,672001C720140,1,5022.00," $5,022.00 ",01/12/2011
AL,CAMERA DIGITALL FM  10 NIKON,672001C066520,1, 299.00 , $299.00 ,01/04/2012
CA,CAMERA DIGITAL W BAG AND LENS,672000CAMERA,1, 5000.00 ," $5,000.00 ",13/02/2012
VA,CAMERA DIGITAL SYSTEM OLYMPUS,672000CAMERA,1, 465.97 , $465.97 ,28/03/2012
OH,CAMERA DIGITAL STYLUS TOUGH,672001C137998,4, 299.99 ," $1,199.96 ",07/05/2012
AL,CAMERA DIGITAL SONY,672001C042900,1,449.99, $449.99 ,27/10/2011
KY,CAMERA DIGITAL SONY,672000DIGITAL,1,295.00, $295.00 ,01/12/2011
IA,CAMERA DIGITAL POWERSHOT A400,6720DSDIGITA0,2, 205.17 , $410.34 ,14/02/2012
TX,CAMERA DIGITAL PHOTO,672001C153979,1,875.00, $875.00 ,20/12/2011
OH,CAMERA DIGITAL NIKON COOLPIX,672000X047546,1, 399.97 , $399.97 ,13/04/2012
RI,CAMERA DIGITAL NIKON,672000CAMERA,1,300.00, $300.00 ,08/11/2011
DE,CAMERA DIGITAL MVC FD73 SONY,6720DSDIGITA0,1, 490.00 , $490.00 ,30/04/2012
KY,CAMERA DIGITAL MINOLTA 5414,6720DSDIGITA0,1, 522.00 , $522.00 ,22/02/2012
AL,CAMERA DIGITAL M863,672001C096275,1, 144.99 , $144.99 ,03/05/2012
MI,CAMERA DIGITAL KODAK,672001C057374,1,299.99, $299.99 ,13/10/2011
TN,CAMERA DIGITAL EOS CANON,6720DSDIGITA0,1, 370.00 , $370.00 ,31/07/2012
MI,CAMERA DIGITAL DX7440 KODAK,672000CAMERA,1,1275.34," $1,275.34 ",13/10/2011
NJ,CAMERA DIGITAL DSC P72 SONY,672000DIGITAL,1, 309.00 , $309.00 ,07/06/2012
DE,CAMERA DIGITAL DCS630,6720DSDIGITA0,1, 11548.00 ," $11,548.00 ",06/04/2012
DE,CAMERA DIGITAL DCS 630,6720DSDIGITA0,1, 11548.00 ," $11,548.00 ",06/04/2012
CA,CAMERA DIGITAL D70,672000DIGITAL,1, 1299.00 ," $1,299.00 ",13/02/2012
OH,CAMERA DIGITAL D2X NIKON,672001C019170,12,4549.09," $54,589.08 ",20/10/2011
IN,CAMERA DIGITAL D2X NIKON,672001C019170,10,4549.09," $45,490.90 ",18/10/2011
WV,CAMERA DIGITAL D2X NIKON,672001C019170,6,4549.09," $27,294.54 ",04/10/2011
CA,CAMERA DIGITAL D2X NIKON,672000DIGITAL,2, 1.00 , $2.00 ,13/07/2012
OH,CAMERA DIGITAL COOLPIX 5700,672001C002128,2, 2379.90 ," $4,759.80 ",07/05/2012
KY,CAMERA DIGITAL COOL PIX NIKON,672000CAMERA,1, 499.99 , $499.99 ,02/07/2012
KY,CAMERA DIGITAL COOL PIX,672000DIGITAL,1,460.00, $460.00 ,01/12/2011
KY,CAMERA DIGITAL COOL PIX,672000DIGITAL,1,460.00, $460.00 ,01/12/2011
KY,CAMERA DIGITAL COOL PIX,672000DIGITAL,1,460.00, $460.00 ,01/12/2011
NC,CAMERA DIGITAL COOL PIX,672000DIGITAL,1, 460.00 , $460.00 ,15/02/2012
WV,CAMERA DIGITAL COLOR,676000CAMERA,1,8950.00," $8,950.00 ",04/10/2011
RI,CAMERA DIGITAL CASIO,672000DIGITAL,1, 1.00 , $1.00 ,09/07/2012
AL,CAMERA DIGITAL CANON EOS,6720DSDIGITA0,4, 789.00 ," $3,156.00 ",25/05/2012
IN,CAMERA DIGITAL CANON EOS,6720DSDIGITA0,1, 789.00 , $789.00 ,07/06/2012
IN,CAMERA DIGITAL BLACK DSC T1,672000CAMERA,4, 367.95 ," $1,471.80 ",17/02/2012
NC,CAMERA DIGITAL BLACK DSC T1,672000CAMERA,1, 367.95 , $367.95 ,15/02/2012
TN,CAMERA DIGITAL 6 1 MEGAPIXEL,6720DSDIGITA0,1, 699.99 , $699.99 ,31/07/2012
AZ,CAMERA DIGITAL,6720DSDIGITAO,19,800.00," $15,200.00 ",21/11/2011
IL,CAMERA DIGITAL,672000CAMERA,13, 785.00 ," $10,205.00 ",22/06/2012
AZ,CAMERA DIGITAL,6720DSDIGITA0,10,400.00," $4,000.00 ",09/11/2011
RI,CAMERA DIGITAL,6720DSDIGITA0,2, 1796.00 ," $3,592.00 ",30/05/2012
DE,CAMERA DIGITAL,672000CAMERA,4, 785.00 ," $3,140.00 ",27/06/2012
GA,CAMERA DIGITAL,672001C006300,3,1005.00," $3,015.00 ",09/12/2011
AL,CAMERA DIGITAL,6720DSDIGITA0,1, 2300.00 ," $2,300.00 ",07/03/2012
AL,CAMERA DIGITAL,6720014698105,3, 500.00 ," $1,500.00 ",08/03/2012
NH,CAMERA DIGITAL,672001C002648,1, 1465.00 ," $1,465.00 ",05/03/2012
MI,CAMERA DIGITAL,672000DIGITAL,2, 699.99 ," $1,399.98 ",18/07/2012
OH,CAMERA DIGITAL,672001C026047,2, 699.99 ," $1,399.98 ",13/04/2012
NY,CAMERA DIGITAL,6720DSDIGITA0,1, 1350.00 ," $1,350.00 ",05/04/2012
TX,CAMERA DIGITAL,672000CAMERA,1,1199.95," $1,199.95 ",01/12/2011
AL,CAMERA DIGITAL,672001C006300,1,1005.00," $1,005.00 ",02/12/2011
GA,CAMERA DIGITAL,672001C006779,1, 999.95 , $999.95 ,23/01/2012
KY,CAMERA DIGITAL,672000CAMERA,1, 785.00 , $785.00 ,02/07/2012
KY,CAMERA DIGITAL,672000CAMERA,1, 785.00 , $785.00 ,02/07/2012
KY,CAMERA DIGITAL,672000CAMERA,1, 785.00 , $785.00 ,02/07/2012
KY,CAMERA DIGITAL,672000CAMERA,1, 785.00 , $785.00 ,02/07/2012
NC,CAMERA DIGITAL,672000CAMERA,1, 785.00 , $785.00 ,02/07/2012
DE,CAMERA DIGITAL,672000CAMERA,1, 735.00 , $735.00 ,16/02/2012
AL,CAMERA DIGITAL,672000Q033413,1, 699.99 , $699.99 ,24/05/2012
GA,CAMERA DIGITAL,583601X076826,1, 579.95 , $579.95 ,23/01/2012
KY,CAMERA DIGITAL,672000DIGITAL,1, 549.85 , $549.85 ,16/02/2012
AL,CAMERA DIGITAL,672000CAMERA,1,539.99, $539.99 ,08/11/2011
CA,CAMERA DIGITAL,6720DSCAMERA2,1, 500.00 , $500.00 ,20/07/2012
CA,CAMERA DIGITAL,6720DSCAMERA2,1, 500.00 , $500.00 ,20/07/2012
GA,CAMERA DIGITAL,6720014698105,1, 500.00 , $500.00 ,05/03/2012
CA,CAMERA DIGITAL,6720DSCAMERA2,2, 205.17 , $410.34 ,11/06/2012
AZ,CAMERA DIGITAL,6720DSDIGITAO,2, 200.00 , $400.00 ,21/05/2012
TX,CAMERA DIGITAL,672000DIGITAL,1, 398.00 , $398.00 ,14/03/2012
AL,CAMERA DIGITAL,672001C060802,1, 198.97 , $198.97 ,24/03/2012
NC,CAMERA DIGITAL,672000CAMERA,1, 100.00 , $100.00 ,30/07/2012
MI,CAMERA DIGIAL D100 NIKON,672001X000782,2, 11599.00 ," $23,198.00 ",19/06/2012
OH,CAMERA DIGI OLYMPUS D 620L,6720DSDIGITA0,1, 500.00 , $500.00 ,14/03/2012
TN,CAMERA DIG OLYMPUS C4040Z00M,6720DSDIGITA0,1, 465.00 , $465.00 ,11/07/2012
TX,CAMERA DIG HITACHI,672000CAMERAS,1,500.00, $500.00 ,01/12/2011
OH,CAMERA DIG,672001C159695,1, 100.00 , $100.00 ,30/05/2012
IN,CAMERA CYBERSHOT SSONY DSC P7,672000CAMERA,1, 389.87 , $389.87 ,11/05/2012
AL,CAMERA CYBERSHOT SONY DIGITAL,6720DSDIGITA0,1, 398.77 , $398.77 ,07/06/2012
AL,CAMERA CYBERSHOT SONY DIGITAL,6720DSDIGITA0,1, 398.77 , $398.77 ,07/06/2012
MI,CAMERA CYBERSHOT H5,672000CYBERSH,3, 447.99 ," $1,343.97 ",15/02/2012
OH,CAMERA CYBERSHOT H5,672000CYBERSH,1, 447.99 , $447.99 ,23/02/2012
DC,CAMERA CYBER SHOT DIGITAL,672000CAMERA,2,599.00," $1,198.00 ",14/10/2011
DE,CAMERA COOL PIX S10,672000CAMERA,1, 490.00 , $490.00 ,16/02/2012
IL,CAMERA COHU SURVEILLANCE,583600COHU,4, 234.00 , $936.00 ,13/06/2012
CA,CAMERA CANONET,6720DSCAMERA2,1, 100.00 , $100.00 ,24/07/2012
IL,CAMERA CANON SD550,6720DSDIGITA0,2, 100.00 , $200.00 ,20/03/2012
MA,CAMERA CANON REBEL 2000,6720DSDIGITA0,2, 1080.35 ," $2,160.70 ",01/03/2012
OH,CAMERA CANON,6720DSDIGITA0,1, 200.00 , $200.00 ,25/05/2012
MI,CAMERA BAGS,6150CAMERABAG,4,10.00, $40.00 ,13/10/2011
WI,CAMERA AND EQUIP SECURITY,6720DSCAMERA2,2, 5515.75 ," $11,031.50 ",01/03/2012
KS,CAMERA AND EQUIP SECURITY,6720DSCAMERA2,1, 5515.75 ," $5,515.75 ",08/03/2012
TN,CAMERA 35MM,672000CAMERA,1, 719.95 , $719.95 ,23/03/2012
DE,CAMERA 35MM,672000CAMERA,1, 649.00 , $649.00 ,16/02/2012
AL,CAMERA 35MM,672001X078484,2, 299.95 , $599.90 ,28/03/2012
GA,CAMERA 35MM,672000CAMERA,1, 300.00 , $300.00 ,24/03/2012
KY,CAMERA 35 MM DSC R1,672001C052872,1, 1000.00 ," $1,000.00 ",07/06/2012
OH,CAMERA  WEBV,702500CAMERA,9,75.00, $675.00 ,04/11/2011
IN,CAMERA  VIDEO,583600CAMERA,1,1000.00," $1,000.00 ",05/10/2011
KY,CAMERA  VIDEO,6720DSCAMERA1,1,851.00, $851.00 ,28/10/2011
AZ,CAMERA  VIDEO,583601C046430,1,569.00, $569.00 ,18/10/2011
AL,CAMERA  VIDEO,583600CAMERA,1, 525.00 , $525.00 ,24/05/2012
IN,CAMERA  VIDEO,5836PEVO9850,1,250.00, $250.00 ,05/10/2011
IN,CAMERA  VIDEO,672001C009957,1,80.00, $80.00 ,18/11/2011
MI,CAMERA  VIDEO,672001C009957,1,80.00, $80.00 ,09/11/2011
AZ,CAMERA  STILL PICTURE,6720DSCAMERA2,2, 200.00 , $400.00 ,22/05/2012
AL,CAMERA  STILL PICTURE,6720P0C240058,2, 50.00 , $100.00 ,07/04/2012
AL,CAMERA  STILL PICTURE,6720P022337,2, 50.00 , $100.00 ,07/04/2012
AL,CAMERA  STILL PICTURE,6720P78489,1, 50.00 , $50.00 ,07/04/2012
AL,CAMERA  STILL PICTURE,6720PEKT00204,1, 50.00 , $50.00 ,07/04/2012
AL,CAMERA  STILL PICTURE,6720P9460267,1, 50.00 , $50.00 ,07/04/2012
IN,CAMERA  STILL DIGITAL NIKON,6720DSDIGITA0,2, 199.00 , $398.00 ,08/06/2012
IN,CAMERA  STILL DIGITAL D2X,6720DSDIGITA0,2, 469.95 , $939.90 ,08/06/2012
TX,CAMERA  SONY HANDYCAM,671001C084846,1, 200.00 , $200.00 ,17/02/2012
OH,CAMERA  SONY,672000CAMERA,1,684.00, $684.00 ,29/12/2011
OH,CAMERA  PHOTO  DIGITAL,672000Q672668,1, 34995.00 ," $34,995.00 ",14/05/2012
MI,CAMERA  PHOTO  DIGITAL,672001Q262010,1,995.00, $995.00 ,26/10/2011
AZ,CAMERA  PHOTO  DIGITAL,6720DSDIGITA0,1, 699.00 , $699.00 ,27/07/2012
MI,CAMERA  PHOTO  DIGITAL,672001Q262010,1,309.95, $309.95 ,26/10/2011
CA,CAMERA  KODAK EASYSHARE C530,6720DSCAMERA2,1, 200.00 , $200.00 ,20/03/2012
OH,CAMERA  KODAK 7 1 DIGITAL,672001C057374,4, 299.99 ," $1,199.96 ",23/01/2012
KY,CAMERA  KODAK 7 1 DIGITAL,672001C052526,2, 229.95 , $459.90 ,27/01/2012
KY,CAMERA  KODAK 7 1 DIGITAL,672001C052526,2, 229.95 , $459.90 ,27/01/2012
OH,CAMERA  EOS REBEL,672001C061528,1, 1140.00 ," $1,140.00 ",23/02/2012
KY,CAMERA  EASYSHARE Z650,672000CAMERA,1,399.99, $399.99 ,29/12/2011
MI,CAMERA  DITIGAL SET,672000CAMERA,1,931.00, $931.00 ,13/10/2011
OH,CAMERA  DIGITIAL EASYSHARE,6720DSV570,1, 300.00 , $300.00 ,07/05/2012
RI,CAMERA  DIGITAL MDL  D1X NIKO,672000CAMERA,4, 4366.80 ," $17,467.20 ",16/03/2012
TX,CAMERA  DIGITAL L20 NIKON,6720DSDIGITA0,5, 119.99 , $599.95 ,25/04/2012
GA,CAMERA  DIGITAL KODAK,672001C137738,8, 97.00 , $776.00 ,10/08/2012
OH,CAMERA  DIGITAL GE A730,672001C117178,1,78.61, $78.61 ,06/10/2011
DE,CAMERA  DIGITAL DCS630,6720DSDIGITA0,1, 11548.00 ," $11,548.00 ",06/04/2012
WV,CAMERA  DIGITAL  SLR 4 1 MEGA,672000CAMERA,8, 2722.93 ," $21,783.44 ",16/03/2012
GA,CAMERA  DIGITAL  NIKON S230,6720DSDIGITA0,2, 195.00 , $390.00 ,01/05/2012
AL,CAMERA  DIGITAL  D 360 L OLYM,6720DSDIGITA0,1, 319.38 , $319.38 ,24/03/2012
AL,CAMERA  DIGITAL  CYBERSHOT DS,6720DSDIGITA0,1, 200.00 , $200.00 ,19/06/2012
AL,CAMERA  DIGITAL  CANON S80,6720DSDIGITA0,2, 100.00 , $200.00 ,19/06/2012
GA,CAMERA  DIGITAL  200 EAGLE EY,6720DSDIGITA0,4, 3150.00 ," $12,600.00 ",24/03/2012
GA,CAMERA  DIGITAL  200 EAGLE EY,6720DSDIGITA0,3, 3150.00 ," $9,450.00 ",01/05/2012
GA,CAMERA  DIGITAL  200 EAGLE EY,6720DSDIGITA0,2, 3150.00 ," $6,300.00 ",24/03/2012
AZ,CAMERA  DIGITAL,6720DSDIGITA0,12, 1275.34 ," $15,304.08 ",03/07/2012
CA,CAMERA  DIGITAL,6720DSCAMERA2,1, 1549.00 ," $1,549.00 ",30/03/2012
AL,CAMERA  DIGITAL,672000CAMERA,1, 1483.00 ," $1,483.00 ",24/05/2012
ID,CAMERA  DIGITAL,6720DSDIGITA0,2, 599.00 ," $1,198.00 ",18/07/2012
WA,CAMERA  DIGITAL,6720000CAMERA,1,849.00, $849.00 ,24/10/2011
GA,CAMERA  DIGITAL,672001C015062,1, 600.00 , $600.00 ,16/05/2012
KY,CAMERA  DIGITAL,6720DSDIGITA0,2, 300.00 , $600.00 ,02/07/2012
WA,CAMERA  DIGITAL,6720000CAMERA,1,579.00, $579.00 ,24/10/2011
AL,CAMERA  DIGITAL,672000CAMERA,1, 560.00 , $560.00 ,25/02/2012
OH,CAMERA  DIGITAL,672000X068001,1, 500.00 , $500.00 ,07/05/2012
CA,CAMERA  DIGITAL,6720DSDIGITAO,1, 498.00 , $498.00 ,01/08/2012
MI,CAMERA  DIGITAL,6720DSDIGITA0,1, 450.00 , $450.00 ,08/06/2012
KY,CAMERA  DIGITAL,672000DIGITAL,1, 429.00 , $429.00 ,02/04/2012
CA,CAMERA  DIGITAL,6720DSCAMERA2,1, 320.00 , $320.00 ,27/04/2012
KY,CAMERA  DIGITAL,672001C035232,1, 300.00 , $300.00 ,02/04/2012
ME,CAMERA  DIGITAL,672000CAMERA,2, 70.00 , $140.00 ,11/05/2012
OH,CAMERA  CYBERSHOT D50,672001C096270,1, 529.65 , $529.65 ,23/02/2012
DE,CAMERA,672000CAMERA,10, 674.00 ," $6,740.00 ",02/07/2012
TN,CAMERA,6720DSDIGITA0,8, 500.00 ," $4,000.00 ",29/03/2012
KY,CAMERA,672000CAMERA,5, 674.00 ," $3,370.00 ",02/07/2012
CA,CAMERA,6720DSDIGITA0,12, 229.95 ," $2,759.40 ",11/06/2012
NC,CAMERA,671000CAMERA,1, 2500.00 ," $2,500.00 ",27/07/2012
WA,CAMERA,672000CAMERA,2, 1182.39 ," $2,364.78 ",18/07/2012
NC,CAMERA,672000CAMERA,6, 380.00 ," $2,280.00 ",27/07/2012
AL,CAMERA,672001CAMERA,1, 1500.00 ," $1,500.00 ",24/03/2012
TX,CAMERA,672001C052526,6,229.95," $1,379.70 ",19/12/2011
KY,CAMERA,672000B005099,1,1200.00," $1,200.00 ",19/12/2011
TX,CAMERA,672001C057374,4, 299.99 ," $1,199.96 ",09/08/2012
WA,CAMERA,672000CAMERA,1, 1182.39 ," $1,182.39 ",18/07/2012
OH,CAMERA,6720DSCAMERA2,1, 999.00 , $999.00 ,25/05/2012
DE,CAMERA,672000CAMERA,1, 969.00 , $969.00 ,05/03/2012
GA,CAMERA,672001C084292,2, 480.00 , $960.00 ,02/07/2012
TX,CAMERA,672001C008855,1,877.00, $877.00 ,05/12/2011
TX,CAMERA,672001C029977,1,699.00, $699.00 ,05/12/2011
NC,CAMERA,672000CAMERA,1, 674.00 , $674.00 ,27/07/2012
GA,CAMERA,583600CAMERA,1, 600.00 , $600.00 ,31/07/2012
KY,CAMERA,672000CAMERA,2,300.00, $600.00 ,21/12/2011
NC,CAMERA,672000CAMERA,1, 600.00 , $600.00 ,27/07/2012
AL,CAMERA,672001Q214457,1, 510.30 , $510.30 ,24/03/2012
AL,CAMERA,672001Q214460,1, 499.99 , $499.99 ,24/03/2012
GA,CAMERA,6720UNDERWATE,1,499.99, $499.99 ,21/12/2011
AL,CAMERA,672001CAMERA,1, 480.00 , $480.00 ,24/03/2012
TN,CAMERA,672000CAMERA,1, 480.00 , $480.00 ,04/05/2012
AL,CAMERA,6720CAMERA,1, 450.00 , $450.00 ,20/04/2012
TX,CAMERA,672001A049699,1,445.00, $445.00 ,16/11/2011
TX,CAMERA,672001A049699,1,445.00, $445.00 ,16/11/2011
CO,CAMERA,672001C030590,2,219.95, $439.90 ,10/11/2011
AL,CAMERA,6720CAMERA,1, 420.00 , $420.00 ,20/04/2012
AL,CAMERA,672000B005098,1, 400.00 , $400.00 ,24/03/2012
AL,CAMERA,672000CAMERA,1, 400.00 , $400.00 ,22/05/2012
AL,CAMERA,672000B005098,1, 350.00 , $350.00 ,24/03/2012
AL,CAMERA,672000B005099,1, 325.00 , $325.00 ,04/05/2012
AL,CAMERA,672001C095425,1,300.00, $300.00 ,27/10/2011
AL,CAMERA,672001T095108,1, 300.00 , $300.00 ,04/05/2012
TX,CAMERA,672001C057374,1, 299.99 , $299.99 ,09/08/2012
AL,CAMERA,672001C119468,1, 250.00 , $250.00 ,24/03/2012
TX,CAMERA,672000CAMERA,2, 125.00 , $250.00 ,31/07/2012
CO,CAMERA,6720DSDIGITA0,1, 249.95 , $249.95 ,16/05/2012
AL,CAMERA,672000CAMERA,1, 200.00 , $200.00 ,04/05/2012
AL,CAMERA,672000B005099,1, 200.00 , $200.00 ,08/06/2012
AL,CAMERA,672000B005099,1, 200.00 , $200.00 ,25/06/2012
NY,CAMERA,5836DSVIDEORE,1, 200.00 , $200.00 ,05/04/2012
TN,CAMERA,6720DSDIGITA0,1, 200.00 , $200.00 ,29/03/2012
TX,CAMERA,672001A250474,1,200.00, $200.00 ,05/12/2011
GA,CAMERA,672001C090836,1, 199.99 , $199.99 ,30/04/2012
AL,CAMERA,672001C160900,1, 197.99 , $197.99 ,20/04/2012
AL,CAMERA,672001C142952,1, 179.00 , $179.00 ,04/05/2012
AL,CAMERA,672000CAMERA,1,150.00, $150.00 ,02/12/2011
AZ,CAMERA,672000CAMERA,3, 50.00 , $150.00 ,17/01/2012
AZ,CAMERA,6720DSDIGITA0,3, 50.00 , $150.00 ,20/06/2012
AL,CAMERA,672000CAMERA,1, 100.00 , $100.00 ,04/05/2012
AZ,CAMERA,6720DSDIGITA0,2, 50.00 , $100.00 ,20/06/2012
CA,CAMERA,6720DSDIGITA0,2,30.00, $60.00 ,26/10/2011
AZ,CAMERA,672000CAMERA,1, 50.00 , $50.00 ,17/01/2012
GA,CAMER STILL PICTURE SONY,6720CAMERA,1, 679.00 , $679.00 ,16/05/2012
GA,CAMELBAK,8415CAMELBAK,10, 110.00 ," $1,100.00 ",04/05/2012
AL,CAMELBAK,8415CAMELBAK,9, 110.00 , $990.00 ,01/06/2012
TX,CAMELBACK HYDRATION SYSTEM,8465CAMELBACK,15, 30.00 , $450.00 ,17/02/2012
TX,CAMELBACK HYDRATION SYSTEM,846500CAMELBA,11,30.00, $330.00 ,29/11/2011
MO,CAMELBACK,846501C012567,6, 1089.55 ," $6,537.30 ",02/03/2012
MO,CAMELBACK,846501C012567,3, 1089.55 ," $3,268.65 ",12/04/2012
IN,CAMELBACK,846501C012567,20,99.05," $1,981.00 ",16/11/2011
MO,CAMELBACK,846501C012567,1, 1089.55 ," $1,089.55 ",22/02/2012
MO,CAMELBACK,846501C012567,1, 1089.55 ," $1,089.55 ",01/03/2012
NM,CAMEL BACK COVERS ABU,8465DSPOUCH00,10, 75.00 , $750.00 ,14/08/2012
